username,rank,week,target,target_achieved
115905475975,745,6,44,98
97015058513,746,6,88,98
97149894812,747,6,87,98
118086578473,748,6,68,98
97314380725,749,6,210,98
100197722537,750,6,41,98
98629058650,751,6,41,98
115811127553,752,6,60,98
101029394492,753,6,40,98
117123401242,754,6,52,98
115510528178,755,6,79,97
103659288700,756,6,79,97
98880600653,757,6,39,97
103029626150,758,6,39,97
119272407452,759,6,93,97
116783403025,760,6,58,97
114412469743,761,6,77,97
113184968633,762,6,38,97
116983569748,763,6,44,97
117892267873,764,6,47,97
111302101342,765,6,28,97
121540029193,766,6,104,97
97113753025,767,6,69,97
97609745563,768,6,34,97
110133211672,769,6,68,97
106382929942,770,6,34,97
115080750073,771,6,37,97
115847225728,772,6,67,97
97990537450,773,6,154,97
114883656667,774,6,13,97
119647312450,775,6,32,97
113053214968,776,6,54,97
111690739225,777,6,72,97
105009590978,778,6,62,97
119184021532,779,6,31,97
105128777188,780,6,95,97
112448705458,781,6,30,97
100972764233,782,6,60,97
100971416087,783,6,30,97
106281475732,784,6,150,97
115334678537,785,6,69,97
94850811575,786,6,89,97
115855890127,787,6,58,97
94071916087,788,6,29,97
112340132207,789,6,69,97
98897500108,790,6,40,97
96416479825,791,6,570,96
102927969238,792,6,113,96
100597877623,793,6,83,96
100542713722,794,6,137,96
97820615338,795,6,60,96
96329991112,796,6,54,96
119904268450,797,6,27,96
106393078025,798,6,51,96
113066529542,799,6,48,96
106699131422,800,6,79,96
117419306098,801,6,79,96
97293646957,802,6,79,96
111903998183,803,6,26,96
102013959862,804,6,103,96
120085036753,805,6,51,96
110045465288,806,6,63,96
120005658292,807,6,203,96
112303162898,808,6,25,96
96886478503,809,6,37,96
116703674200,810,6,74,96
112755743837,811,6,37,96
113279193368,812,6,49,96
107100481168,813,6,97,96
103906220377,814,6,48,96
104695904818,815,6,24,96
108444065525,816,6,24,96
111323333782,817,6,96,96
103195834253,818,6,38,96
120533870788,819,6,759,96
96646280272,820,6,47,96
105540488527,821,6,93,96
110766770998,822,6,37,96
108155050883,823,6,46,96
96993035338,824,6,138,96
111249264950,825,6,32,96
96257142427,826,6,1506,96
95865286582,827,6,45,96
95263286968,828,6,45,96
115826528753,829,6,67,96
112187554600,830,6,29,96
105271889872,831,6,188,95
104341113350,832,6,44,95
112352456662,833,6,44,95
95006801662,834,6,44,95
117231355988,835,6,22,95
116112117553,836,6,88,95
114639801893,837,6,101,95
102909367825,838,6,65,95
117150990325,839,6,43,95
100633316075,840,6,86,95
116101516072,841,6,86,95
127025387792,842,6,64,95
115441805953,843,6,64,95
108332323325,844,6,85,95
105956226827,845,6,85,95
104426098703,846,6,246,95
117931117193,847,6,128,95
114522039602,848,6,77,95
119665901917,849,6,54,95
118470325192,850,6,29,95
99704566825,851,6,35,95
127077812788,852,6,657,95
120861089575,853,6,41,95
111596705158,854,6,41,95
97449866272,855,6,53,95
94511388725,856,6,38,95
98246583647,857,6,60,95
112459613093,858,6,80,95
99383308225,859,6,56,95
99198819268,860,6,706,95
104649692975,861,6,43,95
120464160787,862,6,78,95
96673540525,863,6,76,95
116822552593,864,6,58,95
106674187553,865,6,57,95
116998564975,866,6,57,95
107206955873,867,6,57,95
95413499900,868,6,227,95
99378849950,869,6,100,95
100523880733,870,6,28,95
100218315748,871,6,56,95
105682961582,872,6,26,95
116359462042,873,6,39,95
104007446938,874,6,35,95
119893495237,875,6,31,95
119340794722,876,6,118,94
113996200552,877,6,72,94
114515818075,878,6,72,94
95168591423,879,6,36,94
97087752728,880,6,140,94
105331548887,881,6,52,94
117627292162,882,6,52,94
108653271238,883,6,26,94
119869012462,884,6,26,94
104393653975,885,6,81,94
100134613052,886,6,162,94
104434324928,887,6,24,94
107008400087,888,6,68,94
95455440908,889,6,85,94
124150198450,890,6,101,94
107155100713,891,6,84,94
117994746775,892,6,67,94
107220847778,893,6,45,94
107316726452,894,6,65,94
103204920523,895,6,133,94
115005441412,896,6,115,94
113666020018,897,6,36,94
103955003603,898,6,126,94
119196715837,899,6,823,94
119895453967,900,6,129,94
95224006603,901,6,32,94
111168619298,902,6,64,94
101971504997,903,6,64,94
119501093078,904,6,56,94
111534824950,905,6,48,94
110867988913,906,6,48,94
118842993412,907,6,48,94
97185602447,908,6,96,94
110022009613,909,6,47,94
97260124687,910,6,47,94
99099961003,911,6,78,94
96469621573,912,6,78,94
115070675512,913,6,31,94
105300799438,914,6,31,94
109977919712,915,6,37,94
107694172147,916,6,107,93
98483879152,917,6,61,93
98598415543,918,6,91,93
116575681850,919,6,53,93
96677058257,920,6,221,93
115092744173,921,6,75,93
100570518025,922,6,180,93
98522050553,923,6,75,93
104584281772,924,6,60,93
106503815825,925,6,15,93
95065221977,926,6,478,93
106284242023,927,6,82,93
105628718575,928,6,83,93
108735331150,929,6,56,93
119524071472,930,6,25,93
97290559138,931,6,50,93
98586426058,932,6,218,93
117962201257,933,6,36,93
98046325273,934,6,57,93
114852022372,935,6,27,93
102878520407,936,6,52,93
112376159437,937,6,84,93
97531997827,938,6,42,93
109072287467,939,6,28,93
114023418850,940,6,28,93
100362975497,941,6,32,93
114196832662,942,6,111,93
103119071242,943,6,111,93
100798029712,944,6,69,93
94493998825,945,6,69,93
111875141950,946,6,77,93
114909063118,947,6,41,93
117521094463,948,6,41,93
119754466303,949,6,82,93
98161050100,950,6,314,93
110168883298,951,6,86,93
99164525008,952,6,68,93
100930526602,953,6,95,93
107987682743,954,6,38,93
95669658373,955,6,80,93
94865185187,956,6,540,93
111242661283,957,6,108,93
100697031262,958,6,47,93
120527488048,959,6,47,93
105771711088,960,6,40,93
103722588188,961,6,53,92
98515392218,962,6,79,92
115741834825,963,6,76,92
111548994475,964,6,157,92
119413599847,965,6,26,92
116281807073,966,6,26,92
97782580075,967,6,52,92
93950937223,968,6,64,92
119626278742,969,6,614,92
95806620913,970,6,51,92
96599682937,971,6,98,92
99007381763,972,6,38,92
104782407850,973,6,125,92
95430974200,974,6,25,92
103045060603,975,6,72,92
93773728975,976,6,521,92
114827580673,977,6,43,92
111495627287,978,6,49,92
116501816357,979,6,55,92
94472698378,980,6,44,92
97234104802,981,6,146,92
118788396268,982,6,64,92
107226404792,983,6,35,92
113975669600,984,6,83,92
96510476008,985,6,36,92
114907145552,986,6,12,92
117142761662,987,6,60,92
104814455075,988,6,12,92
99348090578,989,6,42,92
99406046983,990,6,50,92
98369852878,991,6,95,92
110650074722,992,6,142,92
112322120758,993,6,47,91
112832687600,994,6,2731,91
107661223603,995,6,35,91
104855665850,996,6,42,91
116378276773,997,6,35,91
106079173118,998,6,56,91
116261071312,999,6,548,91
119403826057,1000,6,69,91
108778704862,1001,6,46,91
112368574277,1002,6,80,91
99439045100,1003,6,57,91
96271183403,1004,6,57,91
94477479902,1005,6,51,91
98133137887,1006,6,61,91
118809356188,1007,6,79,91
104925284662,1008,6,71,91
111941848063,1009,6,90,91
114210692342,1010,6,90,91
101815762337,1011,6,28,91
113503968028,1012,6,123,91
118254299878,1013,6,67,91
103384456318,1014,6,111,91
104227853362,1015,6,41,91
96004141775,1016,6,155,91
120671877475,1017,6,22,91
97154743612,1018,6,66,91
113336318348,1019,6,44,91
120506868043,1020,6,176,91
114059714968,1021,6,120,91
116129466475,1022,6,76,91
102844956412,1023,6,54,91
100103736932,1024,6,54,91
120545163742,1025,6,54,91
110688652975,1026,6,86,91
114333554533,1027,6,75,91
103457224078,1028,6,32,91
112753369447,1029,6,32,91
109628796322,1030,6,32,91
100418986372,1031,6,64,91
110024824162,1032,6,48,91
117345658222,1033,6,85,91
103868842850,1034,6,37,91
100289512927,1035,6,60,91
110731943897,1036,6,21,90
120215431150,1037,6,42,90
95469423292,1038,6,63,90
120105130525,1039,6,72,90
114433518397,1040,6,49,90
98581985693,1041,6,85,90
117812646775,1042,6,62,90
105561164137,1043,6,31,90
95239717777,1044,6,62,90
94118767513,1045,6,62,90
104868488632,1046,6,31,90
104488260427,1047,6,165,90
94862571722,1048,6,41,90
104539466323,1049,6,92,90
118707011323,1050,6,51,90
119220153253,1051,6,71,90
111789541258,1052,6,30,90
111243604652,1053,6,60,90
94367101027,1054,6,30,90
120202682713,1055,6,30,90
107425626157,1056,6,38,90
105932750813,1057,6,30,90
113852999902,1058,6,40,90
117859250983,1059,6,89,90
94943605877,1060,6,81,90
106818810142,1061,6,484,90
115029422387,1062,6,79,90
115172880793,1063,6,69,90
96663867092,1064,6,63,90
107812550032,1065,6,187,90
95401705652,1066,6,59,90
98155733182,1067,6,59,90
116247569950,1068,6,59,90
